Date,Dividends
2009-08-11,0.42
2009-11-09,0.42
2010-02-08,0.42
2010-05-11,0.44
2010-08-11,0.44
2010-11-09,0.44
2011-02-08,0.44
2011-05-11,0.47
2011-08-10,0.47
