Date,Dividends
2009-06-09,0.225
2009-09-01,0.225
2009-12-01,0.225
2010-03-09,0.236
2010-06-01,0.236
2010-08-31,0.236
2010-11-30,0.236
2011-03-08,0.25
2011-06-14,0.25
2011-08-30,0.25
