Date,Dividends
2009-08-12,0.72
2009-11-10,0.72
2010-02-10,0.72
2010-05-19,0.72
2010-08-11,0.735
2010-11-09,0.735
2011-02-09,0.735
2011-05-18,0.735
2011-08-10,0.75
