Date,Dividends
2009-06-05,0.162441
2009-09-09,0.162441
2009-11-25,0.162746
2010-03-08,0.16701
2010-06-09,0.16701
2010-09-07,0.16701
2010-12-02,0.159193
2011-03-09,0.163457
2011-06-08,0.163457
2011-09-07,0.163457
