Date,Dividends
2009-06-04,0.0625
2009-09-03,0.0625
2009-12-03,0.0675
2010-03-04,0.0675
2010-06-03,0.0675
2010-09-02,0.0675
2010-12-02,0.0775
2011-03-03,0.0775
2011-06-02,0.0775
2011-09-01,0.0775
