Date,Dividends
2009-06-11,0.205
2009-09-11,0.205
2009-11-27,0.205
2010-03-11,0.22
2010-06-11,0.22
2010-09-13,0.22
2010-11-29,0.22
2011-03-11,0.235
2011-06-13,0.235
2011-09-13,0.235
