Date,Dividends
2009-06-16,0.11
2009-09-08,0.11
2009-12-10,0.11
2010-03-09,0.11
2010-06-15,0.12
2010-09-08,0.12
2010-11-18,0.12
2011-03-16,0.12
2011-06-15,0.13
2011-09-08,0.13
