Date,Open,High,Low,Close,Adj Close,Volume
2009-06-01,70.459999,72.040001,70.25,71.760002,44.776737,31804200
2009-06-02,71.440002,73.209999,71.440002,72.91999799999999,45.500557,28676700
2009-06-03,72.389999,72.449997,71.33000200000001,72.08000200000001,44.976406,29755400
2009-06-04,72.66999799999999,73.050003,72.07,72.980003,45.537997999999995,25934100
2009-06-05,73.25,73.5,72.029999,72.970001,45.531754,26481100
2009-06-08,72.480003,73.690002,72.0,73.16999799999999,45.656535999999996,23300300
2009-06-09,73.559998,73.82,72.370003,73.120003,45.625362,21944500
2009-06-10,73.970001,74.120003,72.839996,73.839996,46.074619,27360200
2009-06-11,74.0,74.83000200000001,73.120003,74.050003,46.20565,30857000
2009-06-12,73.43,74.160004,73.099998,73.779999,46.037178000000004,21693200
2009-06-15,72.639999,72.959999,72.25,72.809998,45.431919,27871600
2009-06-16,73.339996,73.43,71.58000200000001,71.629997,44.695614,24218800
2009-06-17,71.059998,71.779999,70.839996,71.41999799999999,44.564594,29926300
2009-06-18,71.230003,72.089996,71.160004,71.440002,44.577076,20734300
2009-06-19,71.849998,72.0,70.41999799999999,71.050003,44.333725,42763000
2009-06-22,70.099998,70.16999799999999,68.690002,68.839996,42.954716,28398500
2009-06-23,69.279999,69.639999,68.510002,68.949997,43.023369,24146400
2009-06-24,69.300003,69.620003,68.18,68.449997,42.711365,20861400
2009-06-25,68.309998,70.029999,68.08000200000001,69.879997,43.603664,30901300
2009-06-26,69.66999799999999,69.790001,68.860001,69.050003,43.085751,27662000
2009-06-29,69.449997,70.779999,69.129997,70.58000200000001,44.040447,24357700
2009-06-30,70.599998,70.970001,69.110001,69.910004,43.622375,27339800
2009-07-01,70.66999799999999,71.510002,70.410004,70.559998,44.027969,22548700
2009-07-02,69.57,69.720001,68.0,68.489998,42.736343,22946200
2009-07-06,67.66999799999999,68.150002,66.360001,68.099998,42.492981,29776400
2009-07-07,67.610001,67.809998,66.370003,66.559998,41.532059000000004,25054300
2009-07-08,66.559998,67.129997,65.5,66.260002,41.344868,30050500
2009-07-09,66.800003,66.970001,65.709999,65.970001,41.163914,22770900
2009-07-10,65.099998,65.400002,64.75,65.120003,40.633518,25921000
2009-07-13,65.16999799999999,65.730003,64.459999,65.699997,40.995438,31656600
2009-07-14,66.199997,66.349998,65.459999,66.220001,41.319908,22878800
2009-07-15,67.199997,68.510002,66.889999,68.440002,42.705128,29656700
2009-07-16,68.199997,68.800003,67.480003,68.459999,42.717605999999996,23543600
2009-07-17,68.300003,68.75,67.849998,68.519997,42.755047,25791100
2009-07-20,69.110001,69.379997,68.129997,68.940002,43.01712,21275900
2009-07-21,69.41999799999999,70.510002,69.33000200000001,70.470001,43.971813,25945600
2009-07-22,69.879997,70.720001,69.519997,69.989998,43.672309999999996,24773800
2009-07-23,69.82,71.739998,69.730003,71.610001,44.68314,27122600
2009-07-24,71.360001,72.379997,71.260002,72.290001,45.107456,18187900
2009-07-27,72.410004,72.790001,71.75,72.75,45.394489,17360300
2009-07-28,71.879997,72.5,71.110001,71.889999,44.857861,23044500
2009-07-29,71.07,71.58000200000001,70.300003,71.43,44.570827,24100600
2009-07-30,70.300003,71.519997,69.910004,70.720001,44.127811,37842300
2009-07-31,70.360001,70.5,69.43,70.389999,43.921883,28070600
2009-08-03,70.959999,71.400002,70.300003,70.650002,44.084137,24756800
2009-08-04,70.25,70.639999,70.0,70.599998,44.052917,18612000
2009-08-05,70.480003,70.489998,69.610001,70.029999,43.697262,20348800
2009-08-06,70.010002,70.029999,69.410004,69.730003,43.510067,17369900
2009-08-07,70.010002,70.389999,69.349998,69.470001,43.347828,18041800
2009-08-10,69.120003,69.709999,69.029999,69.18,43.166882,16233400
2009-08-11,68.699997,68.790001,67.949997,68.129997,42.771361999999996,16947000
2009-08-12,68.230003,69.550003,68.150002,69.110001,43.386593,19183400
2009-08-13,69.220001,69.220001,68.16999799999999,68.75,43.160595,20235600
2009-08-14,68.519997,68.660004,67.650002,68.209999,42.82159,19228000
2009-08-17,67.370003,67.370003,66.510002,66.550003,41.779457,24332000
2009-08-18,66.699997,66.809998,66.260002,66.489998,41.741787,21519700
2009-08-19,66.089996,68.190002,66.089996,68.0,42.689758000000005,28432900
2009-08-20,68.089996,68.779999,67.870003,68.589996,43.060139,17247200
2009-08-21,69.449997,70.0,69.209999,69.91999799999999,43.895119,26166000
2009-08-24,70.040001,71.650002,69.93,71.300003,44.761463,25603700
2009-08-25,71.699997,71.889999,70.550003,70.68,44.372219,21183500
2009-08-26,70.050003,71.470001,69.900002,71.370003,44.805415999999994,18773100
2009-08-27,71.07,71.16999799999999,69.989998,70.860001,44.485237,21395500
2009-08-28,71.199997,71.199997,69.949997,70.120003,44.020668,17716500
2009-08-31,69.449997,69.849998,68.949997,69.150002,43.411705,24337900
2009-09-01,68.93,69.5,68.110001,68.410004,42.947132,24373900
2009-09-02,68.349998,68.900002,68.120003,68.18,42.802757,16315800
2009-09-03,68.470001,68.650002,67.83000200000001,68.260002,42.852982,15156000
2009-09-04,68.220001,69.300003,68.129997,69.18,43.43055,15156600
2009-09-08,69.849998,70.970001,69.699997,70.650002,44.353409,21966000
2009-09-09,70.800003,71.050003,70.089996,70.5,44.259228,19652600
2009-09-10,70.83000200000001,71.040001,70.400002,70.650002,44.353409,19177600
2009-09-11,70.889999,71.08000200000001,69.75,69.980003,43.932774,17468500
2009-09-14,69.110001,70.290001,69.040001,70.0,43.945324,17483100
2009-09-15,70.18,70.18,69.449997,69.489998,43.62516,19475900
2009-09-16,69.860001,70.379997,69.18,70.339996,44.158787,22150400
2009-09-17,69.949997,70.449997,69.800003,69.839996,43.844868,20986000
2009-09-18,70.269997,70.480003,69.68,69.989998,43.939068,43247900
2009-09-21,69.150002,69.68,69.0,69.57,43.675388,17984000
2009-09-22,70.029999,70.139999,69.699997,69.83000200000001,43.838612,14561800
2009-09-23,69.870003,70.339996,68.849998,69.0,43.317532,20898600
2009-09-24,69.0,69.360001,68.349998,68.93,43.273609,21557000
2009-09-25,68.860001,69.540001,68.410004,68.699997,43.129189000000004,16454900
2009-09-28,68.809998,69.849998,68.639999,69.589996,43.687934999999996,13301600
2009-09-29,69.360001,69.709999,68.949997,69.07,43.361496,14695100
2009-09-30,68.980003,69.239998,68.040001,68.610001,43.072703999999995,27117400
2009-10-01,68.389999,68.5,67.089996,67.269997,42.231460999999996,24927000
2009-10-02,66.970001,67.139999,66.5,66.58000200000001,41.798297999999996,20478900
2009-10-05,66.790001,67.779999,66.110001,67.58000200000001,42.426071,21853000
2009-10-06,68.010002,69.099998,67.779999,68.660004,43.104107,21167400
2009-10-07,68.480003,68.93,67.959999,68.66999799999999,43.110363,15302500
2009-10-08,68.970001,69.300003,68.699997,69.050003,43.348927,19228800
2009-10-09,68.959999,69.269997,68.629997,69.269997,43.487038,13541900
2009-10-12,69.510002,70.5,69.440002,70.129997,44.026951000000004,16233800
2009-10-13,70.25,70.389999,69.519997,70.260002,44.108562,19333400
2009-10-14,70.839996,71.879997,70.75,71.839996,45.100464,25285700
2009-10-15,71.510002,73.0,71.510002,72.940002,45.791039000000005,24093600
2009-10-16,72.730003,73.349998,72.309998,73.120003,45.904049,23556600
2009-10-19,73.150002,73.970001,73.0,73.620003,46.217949,20404600
2009-10-20,73.379997,73.540001,72.360001,73.019997,45.841248,20049600
2009-10-21,72.650002,74.300003,72.510002,73.309998,46.023303999999996,23099500
2009-10-22,73.019997,74.650002,73.010002,74.440002,46.732715999999996,26014500
2009-10-23,74.33000200000001,74.33000200000001,72.970001,73.57,46.18655,20672100
2009-10-26,73.809998,74.91999799999999,73.129997,73.230003,45.973118,27127700
2009-10-27,73.300003,75.0,73.300003,74.910004,47.027782,30342500
2009-10-28,74.519997,74.959999,73.839996,73.839996,46.356052000000005,26345700
2009-10-29,72.57,74.0,72.099998,73.959999,46.431393,30048500
2009-10-30,73.370003,73.82,71.050003,71.66999799999999,44.993752,32175900
2009-11-02,72.050003,72.849998,71.160004,72.150002,45.295086,20425900
2009-11-03,71.32,72.300003,71.160004,71.739998,45.037696999999994,20550500
2009-11-04,72.07,72.529999,71.040001,71.300003,44.761463,22792700
2009-11-05,71.949997,72.75,71.58000200000001,72.5,45.514801,16235600
2009-11-06,71.82,72.690002,71.5,72.58000200000001,45.565037,18185000
2009-11-09,72.959999,73.16999799999999,72.449997,72.849998,46.000725,16809400
2009-11-10,72.459999,73.230003,72.449997,72.610001,45.849197,15696600
2009-11-11,73.040001,73.43,72.529999,72.910004,46.038609,14397900
2009-11-12,72.68,73.050003,71.709999,71.900002,45.400856,16587600
2009-11-13,72.050003,73.160004,71.730003,72.470001,45.760773,14461600
2009-11-16,73.650002,74.66999799999999,73.33000200000001,74.43,46.998413,21326200
2009-11-17,74.730003,75.160004,74.489998,75.029999,47.377274,22920700
2009-11-18,75.25,75.400002,74.709999,75.269997,47.528843,16645700
2009-11-19,74.769997,74.900002,74.050003,74.650002,47.137337,17253900
2009-11-20,74.379997,74.809998,74.029999,74.379997,46.966834999999996,19269900
2009-11-23,75.440002,75.959999,75.32,75.699997,47.800346000000005,18947100
2009-11-24,75.699997,75.989998,74.800003,75.970001,47.970844,17120900
2009-11-25,76.0,76.540001,75.660004,76.470001,48.286564,13269200
2009-11-27,74.650002,75.379997,74.349998,74.870003,47.27626,12105300
2009-11-30,74.489998,75.349998,74.349998,75.07,47.402538,21436400
2009-12-01,76.0,76.239998,75.290001,76.040001,48.015064,17375700
2009-12-02,75.970001,76.300003,75.349998,75.790001,47.857185,14786900
2009-12-03,75.58000200000001,75.760002,74.910004,74.989998,47.35202,17852600
2009-12-04,75.690002,75.970001,73.910004,74.25,46.88475,23700900
2009-12-07,73.949997,74.720001,73.589996,73.769997,46.581657,17835600
2009-12-08,73.470001,73.5,72.410004,72.949997,46.063866,18492900
2009-12-09,73.0,73.550003,72.099998,72.790001,45.962845,17228500
2009-12-10,73.32,73.559998,72.209999,72.400002,45.716583,23423700
2009-12-11,72.889999,73.150002,72.32,72.83000200000001,45.988094,17128300
2009-12-14,70.800003,71.300003,69.279999,69.690002,44.005359999999996,91458900
2009-12-15,69.970001,70.110001,68.82,69.16999799999999,43.677021,54419600
2009-12-16,69.58000200000001,69.599998,68.41999799999999,68.43,43.209751000000004,57711800
2009-12-17,68.360001,68.860001,68.129997,68.220001,43.077141,46627000
2009-12-18,68.559998,68.800003,67.639999,68.209999,43.070839,62989400
2009-12-21,68.470001,68.75,68.220001,68.510002,43.260269,34470100
2009-12-22,68.620003,69.209999,68.5,68.57,43.298157,27941800
2009-12-23,68.75,68.779999,68.199997,68.260002,43.102402000000005,18958900
2009-12-24,68.349998,68.75,68.160004,68.660004,43.354988,8149200
2009-12-28,69.08000200000001,69.120003,68.739998,69.08000200000001,43.620178,19694600
2009-12-29,69.279999,69.400002,68.800003,68.839996,43.468632,19985700
