Date,Dividends
2009-07-22,0.44
2009-10-21,0.44
2010-01-20,0.44
2010-04-28,0.482
2010-07-21,0.482
2010-10-20,0.482
2011-01-19,0.482
2011-04-27,0.525
2011-07-20,0.525
