Date,Dividends
2009-08-06,0.41
2009-11-06,0.41
2010-02-08,0.41
2010-05-06,0.42
2010-08-06,0.42
2010-11-08,0.46
2011-02-08,0.46
2011-05-06,0.46
2011-08-08,0.46
