Date,Dividends
2009-06-26,0.29
2009-09-28,0.29
2009-12-28,0.29
2010-03-29,0.29
2010-06-28,0.29
2010-09-28,0.29
2010-12-29,0.29
2011-03-29,0.29
2011-06-28,0.29
2011-09-28,0.29
