Date,Dividends
2009-08-05,0.42
2009-11-04,0.42
2010-02-03,0.42
2010-05-05,0.42
2010-08-04,0.42
2010-11-03,0.42
2011-02-09,0.42
2011-05-11,0.42
2011-08-10,0.42
